"fdc_id","food_desc","scientific_name","WATERg","PROCNTg","ASHg","FATCEg","FIBTGg","FIBINSg","FIBSOLg","CHOAVLDFg","ENERCkJ","THIAmg","RIBFmg","NIAmg","PANTACmg","VITB6Amg","BIOTmcg","FOLSUMmcg","VITCmg","RETOLmcg","CHOCALmcg","CHOCALOHmcg","ERGCALmcg","TOCPHAmg","TOCPHBmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","TOCTRBmg","TOCTRGmg","TOCTRDmg","VITEmg","VITK1mcg","VITK2mcg","LUTNmcg","ZEAmcg","LYCPNmcg","CRYPXBmcg","CARTGmcg","CARTAmcg","CARTBmcg","CARTOIDmcg","ALmg","ASmcg","CDmg","CAmg","CRmg","COmg","CUmg","FEmg","PBmg","LImg","MGmg","MNmg","HGmcg","MOmg","NImg","Pmg","Kmg","SEmcg","NAmg","ZNmg","CHOAVLg","STARCHg","FRUSg","GLUSg","SUCSg","MALSg","LACSg","SUGARg","F4D0g","F6D0g","F8D0g","F10D0g","F11D0g","F12D0g","F14D0g","F15D0g","F16D0g","F18D0g","F20D0g","F22D0g","F24D0g","F14D1g","F16D1g","F18D1N9g","F18D1TN9g","F20D1N9g","F22D1N9g","F24D1N9g","F18D2N6g","F20D2g","F22D2g","F18D3N3g","F20D3N6g","F20D4N6g","F20D5N3g","F22D5N3g","F22D6N3g","FASATg","FAMSg","FAPUg","CHOLEmg","HISmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","THRmg","TRPmg","VALmg","ALAmg","ARGmg","ASPmg","GLUmg","GLYmg","PROmg","SERmg","TYRmg","Oxalate_Total","Oxalate_Soluble","Oxalate_Insoluble","Cis_Aconitic_Acid","CITACmg","FUMACmg","MALACmg","Quinic Acid","SUCACmg","TARACmg","three_4_Dihydroxybenzoic_Acid","three_Hydroxybenzaldehyde","Protocatechuic_Acid","Vanillic_Acid","GALLACmg","Cinnamic_Acid","O_Coumaric_Acid","P_Coumaric_Acid","Caffeic_Acid","CHLRACmg","FERACmg","APIGENmg","Apigenin_6Cgluoside","Apigenin_7Oneohesperidoside","LUTEOLmg","KAEMFmg","QUERCEmg","Quercitin3_betaDglucoside","Quercetin3_Orutinoside","Quercetin3_betagalactoside","Isorhamnetin","Myricetin","Resveratol","HESPTmg","Naringenin","HESPDmg","DAIDZNmg","GNSTEINmg","EPICATECmg","EPICATEGCmg","EPICATEGC_3gallatemg","positiveCatechin","negativeGallocatechin_gallate","negativeGallocatechin","Syringic_Acid","Sinapinic_Acid","Ellagic_Acid","Total_polyphenols","RAFSg","STASg","VERSg","Ajugose","CAMTmg","STGSTRmg","b_Sitosterol","PHYTCPPmg","Total_Saponin","source_fct"
"O063","Rabbit,  leg",NA,70.33,21.31,1.26,5.99,NA,NA,NA,NA,584,0.03,0.1,5.02,0.7,0.26,NA,1.8,NA,8.49,0.43,0,NA,0.72,0,0,0,0,0,0.29,0,0.72,NA,23.85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,22.31,0,0,0.18,1.21,0.003,0,21,0.03,0,0,0,245,389,24.31,46.03,1.23,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.163,0,1.295,0.117,0,0,0,0,0.268,0.935,NA,0,0,0,0.609,0,NA,0.184,0,0.085,0,NA,0,1.575,1.203,0.877,76.7,10.35666,6.28645,15.36451,19.54127,14.78914,18.07088,14.29901,10.82548,3.23912,10.84679,5.41274,30.6864,12.82862,2.57851,9.84522,11.31561,9.07806,9.39771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P001","Allathi","Elops machnata",75.91,21.77,1.06,0.98,NA,NA,NA,NA,406,0.08,0.04,3.67,0.72,0.19,NA,12.3,NA,9.6,1.03,0.25,NA,1.02,0,0,0,0,0,0,0,1.02,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13.78,0.012,0,0.03,0.62,0,0,29.08,0.01,0,0,0.004,215,286,12.55,32.68,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03699,0.00565,0.205,0.09069,0.00348,0.00217,0.00187,NA,0.04907,0.108,NA,0.00433,0,0.00319,0.00962,0.00185,0,0,0.00193,0.0305,0.05435,0.02154,0.141,0.346,0.165,0.261,13.98,11.38571,10.36252,16.9806,14.43351,7.09702,3.09134,11.95173,11.16801,2.56886,11.45102,11.77757,12.95315,23.2939,30.49977,10.18836,7.38003,8.44676,11.21155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P002","Aluva","Parastromateus niger",75.71,21.63,1.39,1.8,NA,NA,NA,NA,434,0.05,0.02,2.35,0.74,0.16,NA,11.32,NA,14.3,0.79,0.34,NA,1,0,0,0,0,0,0,0,1,NA,8.88,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,11.32,0.011,0.001,0.04,0.42,0.004,0.003,34.38,0.01,0,0,0.004,245,470,35.15,44.86,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04621,0.01784,0.479,0.197,0.00956,0.00553,0,NA,0.05673,0.199,NA,0.01837,0.0069,0.00669,0.01937,0.00426,0,0,0.00266,0.0903,0.07761,0.0704,0.226,0.755,0.288,0.49,21.97,8.04636,9.88491,18.70995,12.78333,4.93164,3.07146,13.90809,12.04791,2.14137,12.41562,12.00465,15.07611,20.67828,28.40019,11.83161,7.63539,9.38742,11.09619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P003","Anchovy","Stolephorus indicus",77.77,19.88,1.62,0.78,NA,NA,NA,NA,367,0.03,0.04,0.91,1.21,0.06,NA,11.7,NA,12.18,2.76,0.11,NA,0.73,0,0,0,0,0,0,0,0.73,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.003,36.6,0.016,0,0.04,0.54,0,0.011,53,0.07,0,0,0.004,246,270,56.22,212,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01433,0.00416,0.178,0.05119,0,0,0,NA,0.02017,0.02858,NA,0,0,0.00161,0.00713,0,0,0,0,0.02626,0.06,0.01015,0.187,0.248,0.05036,0.29,29.56,7.2562,9.12492,15.34736,11.27196,6.52064,3.61816,9.16468,11.0334,1.61028,10.91412,10.49664,11.59004,15.68532,29.14408,11.07316,6.6598,8.72732,8.2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P004","Ari fish","Aprion virescens",77.09,22.01,1.34,1.11,NA,NA,NA,NA,415,0.06,0.03,3.65,0.23,0.22,NA,6.02,NA,1.56,1.02,0.02,NA,0.1,0,0,0,0,0,0,0,0.1,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.36,0.002,0,0.02,0.47,0,0.002,30.27,0.01,0,0,0.006,265,447,53.21,37.35,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01968,0.00717,0.251,0.122,0.00511,0.00252,0,NA,0.02505,0.126,NA,0.00789,0.00306,0.00442,0.02132,0.00305,0,0,0.00233,0.05812,0.01853,0.02175,0.194,0.408,0.166,0.319,15.99,10.36671,10.03656,18.11423,13.8663,5.81064,4.71014,10.01455,12.08349,2.70723,11.24711,11.86339,16.63956,23.44065,26.76416,12.83183,7.21928,9.64038,9.37626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P005","Betki","Lates calcarifer",82.52,15.28,1.12,0.29,NA,NA,NA,NA,284,0.01,0.04,1.54,0.4,0.08,NA,20.79,NA,5.58,1.05,0.06,NA,0.38,0,0,0,0,0,0,0,0.38,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.27,0,8.84,0.014,0,0.79,0.31,0.002,0,24.16,0.01,5.87,0,0.003,188,355,35.75,63.68,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00182,0.00533,0,0.05647,0.02278,0,0,0,NA,0.01628,0.03698,NA,0,0,0,0.00967,0.00412,0,0,0.00269,0.02038,0.00574,0,0.01476,0.0864,0.05327,0.05736,18.99,6.93712,7.05936,10.66544,11.6128,4.8132,2.9796,8.84712,7.93032,1.23768,8.14424,3.2852,9.06104,15.8148,20.29184,9.94728,8.4804,6.81488,8.06784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P006","Black snapper","Macolor niger",78.09,19.5,1.19,1.24,NA,NA,NA,NA,377,NA,0.02,2.89,0.54,0.11,NA,17.72,NA,14.55,1.31,0.18,NA,0.51,0,0,0,0,0,0,0,0.51,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.08,0,9.91,0.046,0,0.02,0.56,0,0,26.72,0.01,6.88,0.001,0.007,195,341,14.4,41.23,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05275,0,0.312,0.106,0,0,0,NA,0.08736,0.163,NA,0,0,0,0.02235,0.00843,0,0,0.00643,0.04955,0.04148,0,0.165,0.47,0.251,0.293,30.45,9.633,9.6135,15.5415,11.388,6.084,3.9195,10.3935,9.048,1.5405,10.5885,11.0565,11.193,22.2885,30.615,10.452,6.981,7.9365,7.5075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P007","Bombay duck","Harpadon nehereus",83.24,13.53,1.07,1.03,NA,NA,NA,NA,287,0.03,0.02,0.64,1.48,0.1,NA,27.84,NA,3.38,0.96,0.29,NA,0.75,0,0,0,0,0,0,0,0.75,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,0.67,7.68,0.001,159,0.01,0.001,0.03,0.81,0.003,0.004,24.27,0.05,0.9,0,0.006,185,188,25.45,223,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04549,0,0.283,0.07016,0,0,0,NA,0.06909,0.102,NA,0,0,0,0.01025,0,0,0,0,0.04372,0.06127,0,0.137,0.398,0.171,0.252,46.43,6.2238,6.07497,10.10691,9.70101,4.65432,2.35422,7.26561,6.10203,1.69125,7.22502,8.05035,7.10325,13.43529,15.09948,8.34801,8.30742,6.0885,5.72319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P008","Bommuralu","Muraenesox cinerius",76.42,22.3,1.21,2.87,NA,NA,NA,NA,485,0.05,0.02,1.34,0.64,0.07,NA,10.04,NA,3.28,3.19,0.08,NA,0.54,0,0,0,0,0,0,0,0.54,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,47.33,0.017,0.001,0.14,0.43,0,0.002,27.13,0.03,0,0,0.005,207,349,18.01,61.87,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.145,0.0252,0.793,0.261,0.01096,0.00172,0,NA,0.254,0.407,NA,0.03172,0.00239,0.00661,0.03574,0.01191,0,0,0.00925,0.07966,0.116,0.128,0.214,1.238,0.701,0.594,44.68,8.3402,10.5925,19.1557,11.3061,5.7311,3.3004,13.8037,12.4434,2.6537,11.9305,10.0796,15.0079,22.7237,30.9747,10.6148,7.3367,10.1242,12.1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P009","Cat fish","Tachysurus thalassinus",76.22,22.18,1.32,2.13,NA,NA,NA,NA,456,0.05,0.05,1.38,1.24,0.22,NA,11.36,NA,14.08,1.42,0.47,NA,0.38,0,0,0,0,0,0,0,0.38,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.54,0.015,0,0.03,0.72,0,0,25.69,0.01,0,0,0.005,252,429,42.33,35.82,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.039,0.01262,0.485,0.249,0.00685,0,0,NA,0.08644,0.327,NA,0.01684,0,0,0.02211,0.00703,0,0,0,0.133,0.07524,0.0616,0.32,0.792,0.43,0.619,18.36,4.56908,11.17872,18.5203,13.59634,4.70216,3.14956,9.7592,10.71294,1.2199,12.39862,12.95312,12.79786,26.616,34.06848,11.51142,8.02916,9.27124,8.67238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P010","Chakla","Rachycentron canadum",78.36,20.21,1.07,1.68,NA,NA,NA,NA,406,0.06,0.04,2.37,0.67,0.1,NA,5.72,NA,1.39,2.07,0.08,NA,0.72,0,0,0,0,0,0,0,0.72,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6.55,0.014,0.001,0.38,0.41,0.001,0.002,24.71,0.01,0,0.001,0.006,219,343,58.99,51.41,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0609,0.01116,0.392,0.182,0.00668,0.00108,0,NA,0.08708,0.249,NA,0.01042,0.00063,0.00488,0.02329,0.00423,0,0,0.00063,0.07442,0.0761,0.03935,0.204,0.654,0.352,0.422,30.39,7.29581,9.33702,15.33939,12.65146,5.09292,3.69843,11.37823,10.40815,2.06142,10.67088,11.25697,13.90448,20.71525,28.13232,10.02416,6.95224,8.6903,8.91261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P011","Chappal","Aluterus monoceros",80.61,17.17,1.23,0.67,NA,NA,NA,NA,317,0.06,0.02,3.95,0.18,0.18,NA,7.76,NA,1.37,0.21,0.04,NA,1.09,0,0,0,0,0,0,0,1.09,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10.22,0.014,0,0.43,1.29,0,0.001,25.85,0.01,0,0.004,0,203,306,52.37,38.12,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00576,0,0.13,0.06346,0,0,0,NA,0.00731,0.0672,NA,0,0,0,0.01709,0,0,0,0,0.03664,0.01628,0.00892,0.129,0.199,0.07451,0.208,10.84,5.21968,8.27594,14.33695,9.39199,7.0397,3.27947,8.10424,9.88992,2.02606,9.87275,9.83841,14.02789,15.72772,24.2097,10.4737,6.43875,8.53349,5.75195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P012","Chelu","Elagatis bipinnulata",76.36,20.02,1.28,0.7,NA,NA,NA,NA,366,0.06,0.02,2.19,1.07,0.16,NA,6.77,NA,1.49,0.86,0.17,NA,0.41,0,0,0,0,0,0,0,0.41,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8.17,0.009,0,0.13,0.67,0,0.002,31.68,0.02,0,0,0.019,252,406,18.43,37.6,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01118,0.00274,0.148,0.06454,0.00177,0.00065,0.00062,NA,0.01824,0.08183,NA,0.00228,0.00034,0.00088,0.01042,0.00048,0,0,0.00051,0.01995,0.02013,0.00879,0.118,0.229,0.104,0.179,22.64,5.92592,9.4094,14.83482,12.63262,8.3083,3.16316,8.74874,11.65164,2.26226,11.27126,10.3103,13.97396,19.73972,29.78976,10.15014,6.68668,10.23022,8.94894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P013","Chembali","Lutjanus quinquelineatus",77.54,20.06,0.86,1.77,NA,NA,NA,NA,406,0.03,0.06,1.8,0.27,0.15,NA,12.21,NA,1.59,0.72,0.16,NA,1.2,0,0,0,0,0,0,0,1.2,NA,1.44,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.001,23.72,0.003,0,0.03,0.31,0,0.001,30.55,0.02,0,0,0.002,211,323,15.65,38.98,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06197,0.00854,0.461,0.155,0.00713,0.00548,0,NA,0.09254,0.254,NA,0.01289,0.00502,0.00473,0.01359,0.00515,0,0,0.00288,0.05985,0.09982,0.04926,0.209,0.7,0.369,0.44,10.86,6.39914,9.2276,15.48632,16.10818,8.6258,2.9087,9.88958,10.61174,2.02606,10.55156,11.47432,11.99588,22.88846,25.45614,11.2336,6.43926,8.58568,10.91264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P014","Eri meen","Pristipomoides filamentosus",76.54,22.3,1.28,2.02,NA,NA,NA,NA,454,0.04,0.03,2.88,0.57,0.19,NA,5.79,NA,13.24,0.33,0.01,NA,0.1,0,0,0,0,0,0,0,0.1,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,12.45,0.001,0,0.02,0.46,0,0.001,30.99,0.01,0,0,0.005,243,402,14.36,41.19,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06639,0.01903,0.445,0.189,0.01349,0.00545,0,NA,0.07418,0.235,NA,0.01594,0.00633,0.00864,0.03347,0.00858,0,0,0,0.08836,0.09568,0.05302,0.387,0.739,0.34,0.666,13.17,8.6747,10.8378,18.2637,15.4316,7.1137,3.7241,13.2685,11.7075,2.4753,12.0197,12.7556,13.3131,23.0359,33.4946,13.1347,7.9388,9.812,7.7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P015","Gobro","Epinephelus diacanthus",78.84,19.37,0.98,0.88,NA,NA,NA,NA,362,0.07,0.02,1.27,0.24,0.04,NA,3.02,NA,1.82,0.15,0,NA,0.89,0,0,0,0,0,0,0,0.89,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,24.18,0.006,0.001,0.1,0.36,0,0.001,28.23,0.01,0,0,0.004,170,316,70.58,52.68,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02246,0.0051,0.177,0.08109,0.00344,0,0,NA,0.03929,0.09253,NA,0.00581,0,0,0.01446,0,0,0,0,0.04111,0.03009,0.02802,0.138,0.289,0.138,0.251,21.38,5.55919,8.89083,15.34104,14.54687,6.85698,3.83526,8.75524,10.71161,2.22755,10.13051,10.51791,12.35806,17.80103,27.79595,9.72374,6.52769,8.69713,8.25162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P016","Guitar fish","Rhinobatus prahli",75.73,22.56,1.32,0.44,NA,NA,NA,NA,400,0.03,0.02,2.01,0.15,0.14,NA,15.32,NA,1.27,0.12,0.3,NA,0.34,0,0,0,0,0,0,0,0.34,NA,3.43,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17.32,0.024,0.001,0.03,0.44,0,0.002,27.45,0.01,0,0.003,0.002,230,342,34.66,70.81,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00153,0.00116,0.06868,0.04153,0.00071,0,0,NA,0.00357,0.03265,NA,0.00029,0,0.00036,0.00711,0.00091,0,0,0.00073,0.03026,0.01192,0.00569,0.08604,0.114,0.03687,0.143,10.48,5.3016,11.03184,18.88272,15.61152,6.92592,3.00048,9.61056,11.18976,2.34624,11.77632,13.85184,15.09264,20.59728,33.11808,13.03968,11.93424,9.67824,10.9416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P017","Hilsa","Tenualosa ilisha",60.09,21.8,1.11,18.49,NA,NA,NA,NA,1083,0.01,0.04,2.85,2.33,0.12,NA,28.75,NA,7.42,4.96,1.02,NA,1.35,0,0,0,0,0,0,0,1.35,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.18,0.001,19.82,0.006,0.001,0.15,1.19,0,0.001,30.62,0.08,0.52,0,0.001,278,341,37.62,80.88,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01771,1.65,0,6.091,1.468,0.03564,0.02362,0,NA,2.225,3.695,NA,0.101,0,0,0.136,0.209,0.104,0,0.0491,0.146,0.925,0,0.232,9.286,6.021,1.801,82.42,9.4176,8.2622,17.7452,16.241,8.0224,3.1174,11.2706,11.9464,4.0984,11.663,9.6574,9.047,3.7496,28.6234,14.5188,14.933,9.6574,8.3494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P018","Jallal","Arius sp.",77.5,21.55,1.17,1.46,NA,NA,NA,NA,420,0.02,0.02,3.24,0.91,0.09,NA,6.27,NA,8.49,0.94,0.03,NA,0.62,0,0,0,0,0,0,0,0.62,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14.73,0.003,0,0.03,0.46,0,0.002,29.12,0.01,0,0,0.003,204,368,41.03,74.33,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03618,0.00883,0.323,0.142,0.00539,0.00369,0,NA,0.07402,0.217,NA,0.01421,0.0027,0.00345,0.02097,0.00514,0,0,0.00355,0.06474,0.06913,0.042,0.184,0.519,0.311,0.389,19.26,7.5425,10.3009,16.91675,12.99465,8.55535,4.89185,10.8181,12.499,2.3274,11.65855,11.01205,14.80485,20.5587,30.1269,11.48615,6.7667,11.65855,9.2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
"P019","Jathi vela meen","Lethrinus lentjan",75.66,22.45,1.26,1.92,NA,NA,NA,NA,453,0.12,0.02,2.82,0.29,0.07,NA,8.28,NA,3.16,0.93,0.1,NA,1.49,0,0,0,0,0,0,0,1.49,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6.65,0.011,0.001,0.02,0.28,0.001,0.001,31.12,0.01,0,0.001,0.003,249,467,12.35,30.53,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00105,0.06134,0.01016,0.559,0.191,0.00798,0.00624,0,NA,0.0913,0.415,NA,0.00974,0,0.00333,0.01771,0.00464,0,0,0,0.04176,0.03589,0.02775,0.166,0.837,0.519,0.294,19.98,8.0371,10.39435,18.52125,15.0864,8.50855,3.92875,9.878,10.66375,2.245,12.7965,12.59445,14.4129,22.2704,31.58715,12.0781,8.37385,9.49635,9.3841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN17"
